IDOld	IDNew	total_exons	total_isoforms	strand	chr	name	gene	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Type	IsoPsi2	IsoPsi1	FluxPsiG1	FluxPsiG2	ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM11050	ASM10959	30	246	+	chr20	ERGIC3	ENSG00000125991	ASM10959	2	30	50170	37003	0.49880988	0.008459057	NA	0.800046941	0.841161558	0.844883387	0.853342445	ASM11050	19	30	50930	37561	1	0.293771653	1	0.61	0.366	0.00265	NA	0.772919043	0.75422954	0.997166667	0.996888889	0.603569633	0.30979798	1	0.998	0.000770785	23.66666667	20.33333333	0.167436133
ASM9179	ASM9088	13	6	-	chr16	ZFHX3	ENSG00000140836	ASM9088	6	13	8889	11946	0.498896341	0.026112425	NA	0.736231879	0.70666723	0.739710145	0.71359772	ASM9179	3	13	8889	11946	0.918474262	NA	NA	NA	NA	NA	NA	0.709528209	0.738723171	NA	NA	NA	NA	NA	NA	0.794474612	24.33333333	19	0.651968025
ASM6752	ASM6683	7	3	-	chr11	TRAF6	ENSG00000175104	ASM6683	3	7	1082	809	0.499052098	0.027714442	NA	0.55654213	0.598138641	0.487792232	0.468939394	ASM6752	3	7	1082	809	0.499052098	0.027714442	0.537	0.734	0.719	0.765	NA	0.554396073	0.501558223	0.53	0.607666667	0.468939394	0.487792232	0.931	0.853	0.562641155	35	42	0.690521803
ASM648	ASM656	15	18	-	chr1	PSMA5	ENSG00000143106	ASM656	6	15	18759	32937	0.499070351	0.014785381	NA	0.711966141	0.686912391	0.854990024	0.845340382	ASM648	6	15	18872	33089	0.937480104	0.004859048	0.781	1	0.125	1.30E-07	NA	0.782422076	0.794681398	0.830666667	0.845	0.862252635	0.859257455	0.996	1	0.607757172	1216.666667	737	0.226610139
ASM4852	ASM4824	8	10	-	chr7	ZNF394	ENSG00000160908	ASM4824	10	8	1029	839	0.49914797	NA	NA	0.610643632	0.493394697	NA	NA	ASM4852	5	8	1029	839	0.061133697	NA	0.00528	0.989	0.0375	0.0501	NA	0.4276385	0.401992699	0.877333333	0.723666667	NA	NA	0.986	0.994	NA	4.666666667	5.666666667	NA
ASM5268	ASM5222	28	195	+	chr8	AGPAT6	ENSG00000158669	ASM5222	8	28	15315	11368	0.499321323	0.013728986	NA	0.562675224	0.586464264	0.286932087	0.300560739	ASM5268	15	28	15726	11636	0.205446612	0.015528336	0.204	0.781	0.259	0.153	NA	0.361706459	0.363042889	0.738444444	0.704222222	0.987558988	0.972030651	0.998	0.997	0.275263514	59.33333333	78.33333333	0.154401927
ASM9219	ASM9132	4	2	-	chr16	GINS2	ENSG00000131153	ASM9132	2	4	2638	6871	0.499375154	0.010366376	NA	0.498644451	0.547390627	0.893699709	0.883333333	ASM9219	2	4	2638	6871	0.499375154	NA	NA	NA	NA	NA	NA	0.547390627	0.498644451	NA	NA	NA	NA	NA	NA	0.975280115	100.3333333	38	0.900694836
ASM9007	ASM8924	4	2	-	chr16	RP11-347C12.2	ENSG00000183604	ASM8924	2	4	30	10	0.499596938	0.044159544	ASS	0.961171138	0.762820485	0.962962963	0.918803419	ASM9007	2	4	30	10	0.499596938	0.044159544	1	0.647	NA	NA	ASS	0.762820477	0.961171083	0.847333333	1	0.918803419	0.962962963	0.95	0.992	0.429633695	9.666666667	12	0.510055211
ASM3712	ASM3685	6	4	+	chr5	ZMAT2	ENSG00000146007	ASM3685	4	6	9135	8372	0.499683631	0.00599552	NA	0.630990597	0.599191234	0.61398726	0.616863227	ASM3712	3	6	9135	8372	0.404326976	0.00599552	1	0.676	0.954	0.905	NA	0.364171529	0.389979232	0.657333333	0.663666667	0.616863227	0.61398726	0.621	0.643	0.707867476	435	521	0.702047323
ASM5382	ASM5332	8	7	-	chr8	TMEM55A	ENSG00000155099	ASM5332	7	8	6710	3362	0.499877505	0.022941166	NA	0.368481858	0.27430913	0.371886802	0.351599453	ASM5382	7	8	6710	3362	0.499877505	0.022941166	0.0199	0.88	0.226	0.0434	NA	0.242094995	0.333363478	0.644	0.705166667	0.351599453	0.371886802	0.912	0.876	0.232566063	183.6666667	378.3333333	0.04210676
ASM6714	ASM6645	3	2	+	chr11	NAV2	ENSG00000166833	ASM6645	2	3	864	576	0.499910733	0.005346729	SE	0.976039048	0.954243881	0.967329797	0.961983068	ASM6714	2	3	864	576	0.499910733	0.005346729	0.738	0.644	NA	NA	SE	0.954243881	0.976039048	0.963666667	0.974333333	0.961983068	0.967329797	0.961	0.995	0.785784818	61	97.66666667	0.692033978
ASM1884	ASM1886	4	2	+	chr2	AC007405.6	ENSG00000239467	ASM1886	2	4	181	427	0.499924624	0.026533344	NA	0.604947593	0.687347713	0.600124326	0.573590982	ASM1884	2	4	181	427	0.499924624	0.026533344	NA	NA	NA	0.798	NA	0.687347713	0.604947594	NA	NA	0.573590982	0.600124326	NA	NA	0.698057765	51	26.66666667	0.437289157
ASM1186	ASM1187	8	3	+	chr1	DNAH14	ENSG00000185842	ASM1187	3	8	110	24	0.500189161	NA	NA	0.749025698	0.886285216	NA	NA	ASM1186	2	8	110	24	0.322665576	NA	NA	NA	NA	NA	NA	0.745918978	0.985734701	NA	NA	NA	NA	NA	NA	NA	1	3.666666667	NA
ASM11345	ASM11253	8	8	+	chr21	NDUFV3	ENSG00000160194	ASM11253	8	8	6844	10113	0.500251143	0.075037707	NA	0.946049499	0.905827389	0.83974359	0.764705882	ASM11345	5	8	6844	10113	0.216987126	NA	1	0.872	0.347	0.509	NA	0.535054479	0.563470665	0.932	0.941166667	NA	NA	0.978	0.992	0.281870359	12.33333333	15.33333333	0.611128976
ASM479	ASM481	14	5	+	chr1	TTC4	ENSG00000243725	ASM481	5	14	7409	10454	0.500266845	0.074978213	NA	0.497717608	0.506731517	0.524654832	0.449676619	ASM479	4	14	7409	10454	0.381051704	0.074978213	NA	0.751	NA	NA	NA	0.52559039	0.520748894	NA	NA	0.449676619	0.524654832	0.547	0.478	0.025387831	175.6666667	142.6666667	0.216306725
ASM9937	ASM9849	5	4	+	chr18	MYL12B	ENSG00000118680	ASM9849	4	5	47642	33704	0.500332473	0.011642994	NA	0.752243417	0.738454364	0.775928704	0.767294517	ASM9937	4	5	47642	33704	0.500332473	0.011642994	NA	0.691	0.0559	0.121	NA	0.867564676	0.885243897	NA	NA	0.767294517	0.775928704	0.771	0.79	0.075670459	2111.666667	3245.666667	0.541392385
ASM4195	ASM4173	4	2	+	chr6	LRRC1	ENSG00000137269	ASM4173	2	4	439	916	0.500608287	0.008130081	ASS	0.997370344	0.975323298	1	0.991869919	ASM4195	2	4	439	916	0.500608287	NA	1	0.618	NA	NA	ASS	0.975323298	0.997370344	0.979333333	1	NA	NA	0.97	0.997	0.990036323	85.66666667	40.33333333	0.422649731
ASM3784	ASM3757	7	3	+	chr5	TTC1	ENSG00000113312	ASM3757	3	7	10092	7548	0.500752097	0.032943957	NA	0.940765988	0.906607288	0.937751569	0.904807612	ASM3784	3	7	10092	7548	0.500752097	0.032943957	0.0405	0.638	0.0388	0.0712	NA	0.884296901	0.917067786	0.899	0.936333333	0.904807612	0.937751569	0.999	0.999	0.002123723	362	514.6666667	0.173502934
ASM6983	ASM6908	3	2	-	chr11	NUMA1	ENSG00000137497	ASM6908	2	3	5918	5483	0.500841779	0.010076328	NA	0.988736499	0.976539547	0.986665336	0.976589008	ASM6983	2	3	5918	5483	0.500841779	0.010076328	0.396	0.838	NA	0.261	NA	0.976539547	0.988736499	0.973333333	0.990666667	0.976589008	0.986665336	0.979	0.978	0.114705587	335.6666667	387	0.44112505
ASM8455	ASM8388	28	60	+	chr15	ARHGAP11B	ENSG00000187951	ASM8388	7	28	1523	1689	0.50093624	0.127355942	NA	0.394633891	0.340632967	0.227047146	0.239188034	ASM8455	14	28	1631	1850	0.60479432	0.316174566	0.00518	0.963	NA	0.0538	NA	0.244635944	0.332676774	0.752833333	0.759	0.398148148	0.714322714	0.979	0.95	0.010260679	11	10	0.043821092
ASM11956	ASM11865	6	6	+	chrX	TCEAL1	ENSG00000172465	ASM11865	6	6	5071	3267	0.500950171	0.010033631	NA	0.34823206	0.406235677	0.791017091	0.780983459	ASM11956	4	6	5071	3267	0.27350978	0.010033631	1	0.674	0.762	0.297	NA	0.406235678	0.34823206	0.815	0.807	0.780983459	0.791017091	0.881	0.882	0.690265277	117	196.3333333	0.827086432
ASM10054	ASM9961	4	2	+	chr18	ONECUT2	ENSG00000119547	ASM9961	2	4	188	86	0.501018534	NA	NA	0.746915725	0.9047548	NA	NA	ASM10054	2	4	188	86	0.501018534	NA	NA	NA	NA	NA	NA	0.9047548	0.746915726	NA	NA	NA	NA	NA	NA	NA	2.666666667	4.333333333	NA
ASM1788	ASM1789	3	2	-	chr2	AMMECR1L	ENSG00000144233	ASM1789	2	3	580	670	0.501066175	0.028113799	NA	0.997904204	0.990384171	1	0.971886201	ASM1788	2	3	580	670	0.501066175	0.028113799	NA	0.612	NA	NA	NA	0.990384171	0.997904204	NA	NA	0.971886201	1	0.98	0.996	0.990562976	92.66666667	91	0.2051667
ASM8826	ASM8744	4	2	-	chr16	TSR3	ENSG00000007520	ASM8744	2	4	6192	7121	0.501104533	0.000649205	NA	0.592261076	0.549699559	0.813300659	0.812651454	ASM8826	2	4	6192	7121	0.501104533	0.000649205	NA	NA	NA	NA	NA	0.549699559	0.592261076	NA	NA	0.812651454	0.813300659	NA	NA	0.975940351	376	359	0.974797886
ASM3247	ASM3226	3	2	-	chr4	SH3D19	ENSG00000109686	ASM3226	2	3	3677	2303	0.501232904	0.016207141	SE	0.59994968	0.647104061	0.638439447	0.654646588	ASM3247	2	3	3677	2303	0.501232904	0.016207141	0.518	0.783	0.493	0.543	SE	0.647104061	0.599949682	0.691666667	0.651666667	0.654646588	0.638439447	0.999	0.998	0.560527152	141	259	0.088706173
ASM9575	ASM9496	5	2	+	chr17	RUNDC1	ENSG00000198863	ASM9496	2	5	2010	2010	0.501423806	0.021069768	SE	0.97282355	0.991385757	0.973639226	0.994708995	ASM9575	2	5	2010	2010	0.501423806	NA	1	0.621	NA	NA	SE	0.991385756	0.97282355	1	0.981333333	NA	NA	0.995	0.971	0.142248593	60.33333333	59.33333333	0.369725875
ASM10613	ASM10519	47	10	+	chr19	MEGF8	ENSG00000105429	ASM10519	10	47	13191	7234	0.501449133	0	NA	0.773321573	0.802133115	1	1	ASM10613	7	47	13191	7234	0.375621674	NA	0.0427	0.93	NA	0.737	NA	0.548684426	0.52119231	0.824666667	0.770166667	NA	NA	0.996	0.994	0.999995657	20.33333333	39.66666667	1
ASM10770	ASM10679	4	2	-	chr19	CTC-471J1.8	ENSG00000267827	ASM10679	2	4	273	264	0.501455916	0.027777778	NA	0.994545751	0.966775536	1	0.972222222	ASM10770	2	4	273	264	0.501455916	NA	NA	NA	NA	NA	NA	0.966775536	0.994545751	NA	NA	NA	NA	NA	NA	0.987040917	16.33333333	26	0.422649731
ASM6565	ASM6502	4	2	+	chr10	ZRANB1	ENSG00000019995	ASM6502	2	4	8175	8068	0.501641377	0.005128205	NA	0.868312378	0.78909354	1	0.994871795	ASM6565	2	4	8175	8068	0.501641377	0.005128205	NA	NA	NA	NA	NA	0.789093549	0.868312379	NA	NA	0.994871795	1	NA	NA	0.993844998	59	67.33333333	0.422649731
ASM11763	ASM11668	11	7	+	chrX	PRDX4	ENSG00000123131	ASM11668	7	11	19622	23343	0.501725952	0.002234568	NA	0.998695719	0.995437411	0.997864152	0.995629584	ASM11763	5	11	19622	23343	0.366188527	0.002234568	1	0.61	NA	NA	NA	0.969908598	0.970311787	0.995666667	0.999666667	0.995629584	0.997864152	1	1	0.165176485	919	834	0.48076886
ASM8615	ASM8538	3	2	+	chr15	RAB8B	ENSG00000166128	ASM8538	2	3	802	354	0.501978219	0.002267057	SE	0.879782187	0.867072705	0.8717916	0.874058657	ASM8615	2	3	802	354	0.501978219	0.002267057	1	0.822	0.867	0.265	SE	0.867072704	0.879782187	0.859333333	0.87	0.874058657	0.8717916	0.88	0.926	0.976535951	54	134.6666667	0.962871854
ASM708	ASM712	4	2	-	chr1	CD58	ENSG00000116815	ASM712	2	4	829	1640	0.502239696	0.000303179	NA	0.813690679	0.761430742	0.64145879	0.641761969	ASM708	2	4	829	1640	0.502239696	0.000303179	NA	0.61	NA	NA	NA	0.761430742	0.813690679	NA	NA	0.641761969	0.64145879	0.995	0.998	0.992121877	107.6666667	61.33333333	0.981605805
ASM983	ASM986	3	2	+	chr1	C1orf105	ENSG00000180999	ASM986	2	3	81	26	0.502478152	NA	NA	0.96089168	0.739690712	NA	NA	ASM983	2	3	81	26	0.502478152	NA	NA	NA	NA	NA	NA	0.739691417	0.960891672	NA	NA	NA	NA	NA	NA	NA	1.666666667	8.333333333	NA
ASM9857	ASM9772	4	2	-	chr17	SOCS3	ENSG00000184557	ASM9772	2	4	6638	6780	0.502583869	0	NA	0.994628492	0.99846174	1	1	ASM9857	2	4	6638	6780	0.502583869	NA	NA	0.61	NA	NA	NA	0.99846174	0.994628492	NA	NA	NA	NA	0.996	0.996	0.999999705	78.66666667	82.33333333	1
ASM8302	ASM8241	8	10	-	chr14	NPC2	ENSG00000119655	ASM8241	10	8	16991	13729	0.502679424	0.036006335	NA	0.57717992	0.639539943	0.395161853	0.431168188	ASM8302	7	8	16991	13729	0.261214274	0.036006335	0.0736	0.93	0.0679	0.177	NA	0.686576022	0.689588672	0.9152	0.903466667	0.431168188	0.395161853	1	1	0.00278029	958	1232.666667	0.047347084
ASM1632	ASM1634	4	2	-	chr2	AC097374.2	ENSG00000259848	ASM1634	2	4	124	84	0.502689451	0	NA	0.687172176	0.839384257	1	1	ASM1632	2	4	124	84	0.502689451	NA	NA	NA	NA	NA	NA	0.839384257	0.687172178	NA	NA	NA	NA	NA	NA	0.999994229	11.33333333	20	1
ASM7771	ASM7703	10	12	-	chr12	CDK2AP1	ENSG00000111328	ASM7703	3	10	47085	32150	0.502712645	0.029667508	NA	0.664994985	0.642516023	0.671881583	0.646599716	ASM7771	11	10	47285	32294	1	0.029667508	NA	0.684	0.724	0.485	NA	0.635522683	0.660393218	NA	NA	0.646599716	0.671881583	0.637	0.641	0.000442434	1120	1768.333333	0.235861203
ASM6223	ASM6154	3	2	+	chr10	RP11-38L15.3	ENSG00000231187	ASM6154	2	3	47	37	0.502848857	NA	NA	0.617366776	0.609619635	NA	NA	ASM6223	2	3	47	37	0.502848857	NA	NA	NA	NA	NA	NA	0.609619635	0.617366776	NA	NA	NA	NA	NA	NA	NA	1.333333333	3	NA
ASM571	ASM577	3	2	-	chr1	CCBL2	ENSG00000137944	ASM577	2	3	596	1004	0.502908183	0.007744636	SE	0.964330836	0.970316837	0.965611769	0.957867133	ASM571	2	3	596	1004	0.502908183	0.007744636	1	0.804	NA	NA	SE	0.970316837	0.964330836	0.960333333	0.967	0.957867133	0.965611769	0.986	0.974	0.734566411	96.66666667	74.66666667	0.691430319
ASM6712	ASM6643	18	11	-	chr11	E2F8	ENSG00000129173	ASM6643	3	18	2773	7355	0.502982007	0.136143764	NA	0.4591199	0.560999233	0.443115495	0.579259259	ASM6712	5	18	2773	7355	0.647957456	NA	NA	NA	NA	0.889	NA	0.757667352	0.697590863	NA	NA	NA	NA	NA	NA	0.411740329	38.33333333	19.33333333	0.2382747
ASM2142	ASM2138	3	2	+	chr3	ITPR1	ENSG00000150995	ASM2138	2	3	211	798	0.503044498	0.102192446	NA	0.726842405	0.63582969	0.785306481	0.683114035	ASM2142	2	3	211	798	0.503044498	0.102192446	0.361	0.72	NA	0.125	NA	0.635829691	0.726842405	0.681333333	0.753666667	0.683114035	0.785306481	0.981	0.995	0.132382442	71.66666667	17	0.229853531
ASM5713	ASM5655	11	6	-	chr9	PGM5P2	ENSG00000227558	ASM5655	6	11	1277	838	0.503119889	0.135202074	NA	0.733880397	0.649593969	0.629855465	0.755060034	ASM5713	5	11	1277	838	0.446244768	0.135202074	NA	0.867	0.377	0.388	NA	0.429550844	0.3580167	NA	NA	0.755060034	0.629855465	0.961	0.942	0.004731084	39.33333333	54.33333333	0.095128162
ASM8889	ASM8803	13	25	+	chr16	ZNF75A	ENSG00000162086	ASM8803	4	13	1363	755	0.503249175	0.072909783	NA	0.514276359	0.500900614	0.303569181	0.36990782	ASM8889	8	13	1496	823	0.863616362	0.092949034	0.764	NA	NA	0.452	NA	0.444556101	0.304731664	0.528666667	0.54	0.441326531	0.348377496	NA	NA	0.141798351	32.66666667	48.33333333	0.028096791
ASM9159	ASM9069	13	9	+	chr16	DDX19B	ENSG00000157349	ASM9069	9	13	2798	3148	0.503322195	0.031747781	NA	0.714726654	0.77160633	0.496448424	0.476823177	ASM9159	6	13	2798	3148	0.215016708	0.021770351	0.0844	0.693	0.199	0.19	NA	0.392601596	0.267718086	0.695333333	0.617333333	0.535314201	0.535351524	0.997	0.997	0.045187821	107.6666667	104.6666667	0.394536309
ASM9641	ASM9562	8	2	+	chr17	TBKBP1	ENSG00000198933	ASM9562	2	8	3085	2622	0.503543409	0.042057076	NA	0.520462285	0.542498228	0.696934644	0.738991721	ASM9641	2	8	3085	2622	0.503543409	0.042057076	NA	NA	NA	NA	NA	0.542498228	0.520462285	NA	NA	0.738991721	0.696934644	NA	NA	0.461564986	37.33333333	44.66666667	0.033463285
ASM5788	ASM5729	5	2	-	chr9	PTCH1	ENSG00000185920	ASM5729	2	5	83	69	0.504133336	NA	NA	0.983258916	0.995956274	NA	NA	ASM5788	2	5	83	69	0.504133336	NA	NA	NA	NA	NA	NA	0.995956274	0.983258916	NA	NA	NA	NA	NA	NA	NA	3.666666667	4.333333333	NA
ASM6008	ASM5942	3	2	+	chr9	C9orf9	ENSG00000165698	ASM5942	2	3	179	168	0.504159897	0.033649684	NA	0.537375113	0.605148034	0.581390831	0.547741148	ASM6008	2	3	179	168	0.504159897	NA	NA	NA	NA	NA	NA	0.605148034	0.537375113	NA	NA	NA	NA	NA	NA	0.751222755	12	14	0.240593953
ASM3890	ASM3861	11	10	-	chr6	RPP40	ENSG00000124787	ASM3861	10	11	1848	4666	0.504189686	0.057758592	NA	0.425837144	0.357669829	0.542288336	0.598485317	ASM3890	5	11	1848	4666	0.606637758	NA	0.283	0.764	0.186	0.262	NA	0.608839299	0.592665782	0.785333333	0.726666667	NA	NA	0.995	0.998	NA	2.666666667	1.333333333	NA
ASM3573	ASM3550	4	2	-	chr5	CTD-2260A17.2	ENSG00000247121	ASM3550	2	4	70	51	0.504311347	NA	NA	0.988728388	0.8598173	NA	NA	ASM3573	2	4	70	51	0.504311347	NA	NA	NA	NA	NA	NA	0.859817292	0.988728388	NA	NA	NA	NA	NA	NA	NA	2.666666667	7.666666667	NA
ASM3501	ASM3477	11	12	+	chr5	OCLN	ENSG00000197822	ASM3477	4	11	1597	5433	0.50478179	0.05341354	NA	0.704699351	0.741348739	0.509909535	0.456495994	ASM3501	7	11	1602	5459	0.498794233	0.116942741	0.327	0.822	0.135	0.132	NA	0.706849283	0.662970435	0.92825	0.90275	0.599537037	0.716479778	0.923	0.95	0.180328641	44	16.66666667	0.255376543
ASM1979	ASM1983	10	8	-	chr2	KCTD18	ENSG00000155729	ASM1983	8	10	4159	4039	0.504975401	0.035553413	NA	0.857618456	0.923981577	0.913173242	0.877619829	ASM1979	7	10	4159	4039	0.984756635	NA	0.201	0.781	NA	0.49	NA	0.789170724	0.813447941	0.908	0.853	NA	NA	0.945	0.862	0.319419674	52.66666667	60	0.412207914
ASM2978	ASM2956	8	13	+	chr4	UBE2K	ENSG00000078140	ASM2956	5	8	4406	5319	0.505206483	0.010921876	NA	0.541906519	0.530069106	0.906054037	0.916975913	ASM2978	13	8	4435	5364	0.66314244	0.010921876	0.0773	0.752	0.208	0.015	NA	0.303930035	0.283675941	0.783666667	0.78975	0.916975913	0.906054037	0.97	0.988	0.602297175	154.3333333	129	0.767912638
ASM8288	ASM8225	6	3	+	chr14	ACOT2	ENSG00000119673	ASM8225	3	6	4536	4553	0.505227327	0.012893545	NA	0.919628085	0.943207096	0.911151888	0.909826674	ASM8288	3	6	4536	4553	0.505227327	0.012893545	NA	0.64	NA	0.69	NA	0.931166092	0.911324822	NA	NA	0.909826674	0.911151888	0.99	0.987	0.20290695	131.6666667	140.3333333	0.099487178
ASM2346	ASM2334	9	8	+	chr3	NDUFAF3	ENSG00000178057	ASM2334	8	9	19234	12608	0.505465612	0.0378525	NA	0.460469484	0.501271643	0.782598629	0.817292003	ASM2346	7	9	19234	12608	0.1616615	0.0378525	NA	0.763	0.0867	0.0422	NA	0.543783875	0.487169083	NA	NA	0.817292003	0.782598629	1	1	0.001042354	577	871	0.059153767
ASM4496	ASM4468	9	9	+	chr7	PSMG3-AS1	ENSG00000230487	ASM4468	9	9	1607	434	0.505722593	NA	NA	0.503757189	0.401245649	NA	NA	ASM4496	6	9	1607	434	0.301611215	NA	0.323	NA	NA	0.275	NA	0.531068801	0.538318103	0.595333333	0.533333333	NA	NA	NA	NA	NA	5.333333333	14	NA
ASM8813	ASM8732	5	2	-	chr16	WDR24	ENSG00000127580	ASM8732	2	5	1666	1983	0.505760291	0.014647248	NA	0.682675776	0.703056765	0.944872706	0.930225458	ASM8813	2	5	1666	1983	0.505760291	NA	NA	NA	NA	NA	NA	0.703056765	0.682675776	NA	NA	NA	NA	NA	NA	0.552052925	71.66666667	66.66666667	0.54188001
ASM3438	ASM3415	10	7	+	chr5	MRPS30	ENSG00000112996	ASM3415	7	10	14346	15502	0.50588308	0.080026029	NA	0.873666535	0.828262926	0.641923511	0.561897481	ASM3438	4	10	14346	15502	0.306156883	0.080026029	NA	0.667	0.457	0.501	NA	0.706505575	0.753009067	NA	NA	0.561897481	0.641923511	0.823	0.838	0.055806324	65.33333333	77.66666667	0.182783882
ASM4468	ASM4442	13	3	+	chr6	FAM120B	ENSG00000112584	ASM4442	3	13	6387	6447	0.506068612	0.007407407	NA	0.64668317	0.571254061	1	0.992592593	ASM4468	3	13	6387	6447	0.349895362	NA	NA	0.742	0.427	0.485	NA	0.563595705	0.634385334	NA	NA	NA	NA	0.996	0.996	0.987226105	41.66666667	45.66666667	0.422649731
ASM713	ASM717	20	17	+	chr1	MAN1A2	ENSG00000198162	ASM717	2	20	26041	24357	0.506249354	0.03326631	NA	0.971151608	0.941861923	0.809317095	0.78125485	ASM713	8	20	26150	24403	0.24814734	NA	NA	0.986	NA	0.00424	NA	0.395529003	0.393285981	NA	NA	NA	NA	0.956	0.993	NA	4.333333333	10	NA
ASM764	ASM768	15	90	-	chr1	ANP32E	ENSG00000143401	ASM768	4	15	12115	22125	0.506258308	NA	NA	0.35260051	0.353385567	NA	NA	ASM764	14	15	12386	22441	0.002860146	NA	0.00389	0.997	0.000739	0.02	NA	0.391755587	0.384363995	0.902222222	0.889277778	NA	NA	0.993	0.996	NA	0	0	NA
ASM5466	ASM5412	10	2	-	chr8	DSCC1	ENSG00000136982	ASM5412	2	10	5316	11244	0.506485131	0.003342664	NA	0.966890942	0.980729277	0.978208436	0.9815511	ASM5466	2	10	5316	11244	0.506485131	NA	NA	NA	NA	NA	NA	0.980729277	0.966890942	NA	NA	NA	NA	NA	NA	0.760666142	167.6666667	89.66666667	0.79833837
ASM163	ASM162	5	4	+	chr1	NBL1	ENSG00000158747	ASM162	4	5	2310	2110	0.506529673	0.029082913	NA	0.768163675	0.740604476	0.79860859	0.770164247	ASM163	4	5	2310	2110	0.506529673	0.029082913	NA	0.703	0.0303	0.513	NA	0.737484979	0.76522616	NA	NA	0.770164247	0.79860859	0.982	0.986	0.242148156	185	229.6666667	0.419869531
ASM718	ASM722	3	2	-	chr1	WARS2	ENSG00000116874	ASM722	2	3	466	990	0.506596369	0.060873714	NA	0.591993512	0.489899655	0.69723735	0.636363636	ASM718	2	3	466	990	0.506596369	0.060873714	NA	0.794	0.0927	0.0754	NA	0.489899655	0.591993512	NA	NA	0.636363636	0.69723735	0.991	0.993	0.228880115	84.66666667	44	0.089462384
ASM6472	ASM6408	6	6	-	chr10	NPM3	ENSG00000107833	ASM6408	6	6	3269	8034	0.506818634	0.022937645	NA	0.500801113	0.499480059	0.453652192	0.458464036	ASM6472	5	6	3269	8034	0.819958689	0.022937645	0.88	0.617	0.562	0.829	NA	0.497685484	0.499027566	0.9555	0.954333333	0.458464036	0.453652192	0.976	0.984	0.054851431	646.3333333	271.3333333	0.266742782
ASM4975	ASM4946	14	22	-	chr7	ZNF800	ENSG00000048405	ASM4946	5	14	5120	5949	0.506992401	0.108567313	NA	0.854967692	0.803824505	0.728038412	0.657517882	ASM4975	8	14	5125	5969	0.345588452	0	NA	0.899	0.008	0.0169	NA	0.50879265	0.476791163	NA	NA	1	1	0.722	0.866	0.999995641	9.666666667	15	NA
ASM2411	ASM2397	4	2	-	chr3	PBRM1	ENSG00000163939	ASM2397	2	4	3460	3040	0.506999407	0.007665216	ASS	0.983010363	0.994298828	0.990598673	0.998263889	ASM2411	2	4	3460	3040	0.506999407	NA	1	0.61	NA	NA	ASS	0.994298828	0.983010363	0.994666667	0.970666667	NA	NA	0.998	0.982	0.131678788	140.3333333	188.3333333	0.240174039
ASM1845	ASM1843	34	10	+	chr2	TANC1	ENSG00000115183	ASM1843	10	34	9434	25142	0.507298418	0.032659294	NA	0.902705394	0.927447335	0.883302651	0.915961945	ASM1845	6	34	9434	25142	0.112440991	NA	NA	0.681	NA	NA	NA	0.76493899	0.68354128	NA	NA	NA	NA	0.996	0.998	0.319588398	106.3333333	43.66666667	0.244848288
ASM469	ASM472	4	3	-	chr1	YIPF1	ENSG00000058799	ASM472	3	4	1251	1327	0.507445153	0.021739006	NA	0.928517439	0.950614815	0.943683353	0.921944347	ASM469	3	4	1251	1327	0.507445153	0.021739006	0.754	0.724	NA	0.743	NA	0.936528324	0.927682335	0.964166667	0.967166667	0.921944347	0.943683353	0.991	0.997	0.251165528	113.3333333	111	0.141005848
ASM2614	ASM2598	15	21	-	chr3	GATA2	ENSG00000179348	ASM2598	5	15	6427	11534	0.507546441	0.043939229	NA	0.537574602	0.580124	0.374337124	0.408271691	ASM2614	8	15	6585	11943	0.28814448	0.069522695	0.492	0.717	0.767	0.637	NA	0.452505963	0.410946433	0.842	0.839	0.66189758	0.592374884	0.955	0.914	0.06208663	168	98	0.081463036
ASM7689	ASM7620	4	2	-	chr12	HECTD4	ENSG00000173064	ASM7620	2	4	717	508	0.507564618	0.028646129	ASS	0.770169217	0.836845661	0.84998635	0.878632479	ASM7689	2	4	717	508	0.507564618	NA	0.524	0.74	NA	NA	ASS	0.836845661	0.770169217	0.907666667	0.846333333	NA	NA	0.889	0.794	0.494475195	35.33333333	54.66666667	0.175998439
ASM5834	ASM5774	3	2	+	chr9	FKTN	ENSG00000106692	ASM5774	2	3	902	885	0.507621246	0.004431029	SE	0.953885946	0.928581768	0.921869301	0.917438272	ASM5834	2	3	902	885	0.507621246	0.004431029	1	0.707	NA	NA	SE	0.928581768	0.953885946	0.923666667	0.940333333	0.917438272	0.921869301	0.978	0.933	0.874482696	51	52	0.760593596
